kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
_1.ptx 714 : 1024 7584 0 0 0 0 0 0 0 
_1.ptx 1123 : 2016 14363 0 0 0 0 0 0 0 
_1.ptx 1833 : 997 11396 0 0 0 0 0 0 0 
_1.ptx 1010 : 79 869 0 0 0 0 0 0 0 
_1.ptx 1634 : 814 9249 0 0 0 0 0 0 0 
_1.ptx 811 : 1024 8960 0 0 0 0 0 0 0 
_1.ptx 762 : 1024 28800 0 0 0 0 0 0 0 
_1.ptx 1171 : 2016 23005 0 0 0 0 0 0 0 
_1.ptx 715 : 1024 9504 0 0 0 0 0 0 0 
_1.ptx 1124 : 2016 12128 0 0 0 0 0 0 0 
_1.ptx 812 : 1024 6400 0 0 0 0 0 0 0 
_1.ptx 1221 : 997 7396 0 0 0 0 0 0 0 
_1.ptx 764 : 1024 26528 0 0 0 0 0 0 0 
_1.ptx 1173 : 2016 18422 0 0 0 0 0 0 0 
_1.ptx 1540 : 814 5698 0 0 0 0 0 0 0 
_1.ptx 717 : 1024 9600 0 0 0 0 0 0 0 
_1.ptx 1836 : 997 7197 0 0 0 0 0 0 0 
_1.ptx 1013 : 79 559 0 0 0 0 0 0 0 
_1.ptx 814 : 1024 7168 0 0 0 0 0 0 0 
_1.ptx 1223 : 997 12063 0 0 0 0 0 0 0 
_1.ptx 1589 : 814 5698 0 0 0 0 0 0 0 
_1.ptx 766 : 1024 7296 0 0 0 0 0 0 0 
